Reportedarrest060708.csv
UNITID_P,INSTNM,BRANCH,Address,City,State,Zip,sector_cd,sector_desc,men_total,women_total,Total,Weapon6,Drug6,Liquor6,Weapon7,Drug7,Liquor7,Weapon8,Drug8,Liquor8,FILTER06,FILTER07,FILTER08
16613301.0,Holyoke Community College,Main Campus,303 HOMESTEAD AVE,HOLYOKE,MA,1040.0,4.0,Public, 2-year,2503.0,4089.0,6592.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16627601.0,Gibbs College-Boston,Gibbs College,126 Newbury Street,Boston,MA,2116.0,6.0,Private for-profit, 2-year,63.0,132.0,195.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16629401.0,Kay Harvey Academy of Hair Design,Main Campus,11 CENTRAL ST,WEST SPRINGFIELD,MA,1089.0,9.0,Private for-profit, less-than 2-year,1.0,59.0,60.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16631901.0,La Baron Hairdressing Academy,Labaron Hairdressing Academy,240 LIBERTY ST,BROCKTON,MA,2401.0,9.0,Private for-profit, less-than 2-year,2.0,62.0,64.0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16632801.0,La Baron Hairdressing Academy,Main Campus,281 UNION ST,NEW BEDFORD,MA,2740.0,9.0,Private for-profit, less-than 2-year,2.0,40.0,42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16639101.0,Lasell College,Main Campus,1844 COMMONWEALTH AVE,NEWTON,MA,24662716.0,2.0,Private nonprofit, 4-year or above,465.0,1023.0,1488.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16640701.0,Lawrence Memorial Hospital School of Nursing,Main Campus,170 GOVERNORS AVE,MEDFORD,MA,21551643.0,5.0,Private nonprofit, 2-year,26.0,295.0,321.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16645201.0,Lesley University,Main Campus,29 EVERETT ST,CAMBRIDGE,MA,21382790.0,2.0,Private nonprofit, 4-year or above,1029.0,5661.0,6690.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16645202.0,Lesley University,Art Institute of Boston,700 Beacon Street,Boston,MA,2215.0,2.0,Private nonprofit, 4-year or above,1029.0,5661.0,6690.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16648901.0,Longy School of Music,Main Campus,ONE FOLLEN ST,CAMBRIDGE,MA,2138.0,2.0,Private nonprofit, 4-year or above,76.0,134.0,210.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16649801.0,Lowell Academy Hairstyling Institute,Main Campus,136 CENTRAL ST,LOWELL,MA,18521909.0,9.0,Private for-profit, less-than 2-year,1.0,76.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16651301.0,University of Massachusetts-Lowell,University of Massachusetts Lowell,1 UNIVERSITY AVE,LOWELL,MA,18545104.0,1.0,Public, 4-year or above,7296.0,5175.0,12471.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16658601.0,Mansfield Beauty Schools,Main Campus,266 BRIDGE ST,SPRINGFIELD,MA,1103.0,9.0,Private for-profit, less-than 2-year,2.0,38.0,40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16659501.0,Mansfield Beauty Schools,Main Campus,200 PARKING WAY,QUINCY,MA,2169.0,9.0,Private for-profit, less-than 2-year,2.0,79.0,81.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16660101.0,Marian Court College,Main Campus,35 LITTLES POINT RD,SWAMPSCOTT,MA,1907.0,5.0,Private nonprofit, 2-year,47.0,156.0,203.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16662901.0,University of Massachusetts Amherst,Main Campus,374 Whitmore Administration Building,AMHERST,MA,1003.0,1.0,Public, 4-year or above,13185.0,13174.0,26359.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16663801.0,University of Massachusetts-Boston,Harbor Campus,100 MORRISSEY BLVD,BOSTON,MA,21253393.0,1.0,Public, 4-year or above,5575.0,8542.0,14117.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16664701.0,Massachusetts Bay Community College,Main Campus,50 OAKLAND ST,WELLESLEY HILLS,MA,24815399.0,4.0,Public, 2-year,2064.0,3054.0,5118.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16664702.0,Massachusetts Bay Community College,Framingham,19 Flagg Drive,Framingham,MA,1702.0,4.0,Public, 2-year,2064.0,3054.0,5118.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16664703.0,Massachusetts Bay Community College,Technology Center,250 and 270 Eliot Street,Ashland,MA,1721.0,4.0,Public, 2-year,2064.0,3054.0,5118.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16665601.0,Massachusetts College of Pharmacy and Health Sciences,Main Campus, Boston,179 LONGWOOD AVE,BOSTON,MA,21155896.0,2.0,Private nonprofit, 4-year or above,1224.0,2685.0,3909.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16665602.0,Massachusetts College of Pharmacy and Health Sciences,MCPHS, Worcester Campus,19 Foster Street,Worcester,MA,1608.0,2.0,Private nonprofit, 4-year or above,1224.0,2685.0,3909.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16665603.0,Massachusetts College of Pharmacy and Health Sciences,MCPHS, Manchester, NH, campus,1260 Elm Street,Manchester,NH,3101.0,2.0,Private nonprofit, 4-year or above,1224.0,2685.0,3909.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16667401.0,Massachusetts College of Art and Design,Main Campus,621 HUNTINGTON AVE,BOSTON,MA,21155882.0,1.0,Public, 4-year or above,763.0,1577.0,2340.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16668301.0,Massachusetts Institute of Technology,Main Campus,77 MASSACHUSETTS AVE,CAMBRIDGE,MA,21394307.0,2.0,Private nonprofit, 4-year or above,6507.0,3792.0,10299.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16669201.0,Massachusetts Maritime Academy,massachusetts maritime academy,101 ACADEMY DR,BUZZARDS BAY,MA,25321803.0,1.0,Public, 4-year or above,1057.0,109.0,1166.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16670801.0,University of Massachusetts Medical School Worcester,University of Massachusetts Medical School - Worcester,55 Lake Avenue, North,Worcester,MA,1655.0,1.0,Public, 4-year or above,406.0,619.0,1025.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16671701.0,Massachusetts School of Professional Psychology,Main Campus,221 RIVERMOOR ST,BOSTON,MA,2132.0,2.0,Private nonprofit, 4-year or above,74.0,290.0,364.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16680501.0,Massachusetts School of Barbering and Men's Hairstyling,Main Campus,64 Ross Way,QUINCY,MA,2169.0,9.0,Private for-profit, less-than 2-year,55.0,12.0,67.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16682301.0,Massasoit Community College,Main Campus,ONE MASSASOIT BLVD,BROCKTON,MA,23023996.0,4.0,Public, 2-year,3117.0,4277.0,7394.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16682302.0,Massasoit Community College,MASSASOIT COMMUNITY COLLEGE CANTON,900 RANDOLPH ST,CANTON,MA,2021.0,4.0,Public, 2-year,3117.0,4277.0,7394.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16685001.0,Merrimack College,Main Campus,315 TURNPIKE ST,NORTH ANDOVER,MA,1845.0,2.0,Private nonprofit, 4-year or above,1034.0,1109.0,2143.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16686901.0,MGH Institute of Health Professions,Main Campus,Charlestown Navy Yard, 36 1ST Avenue,BOSTON,MA,21294557.0,2.0,Private nonprofit, 4-year or above,146.0,689.0,835.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16688701.0,Middlesex Community College,BEDFORD campus,591 SPRINGS RD,BEDFORD,MA,17309124.0,4.0,Public, 2-year,3614.0,4908.0,8522.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16688702.0,Middlesex Community College,LOWELL Campus,33 Kearney Square,Lowell,MA,1852.0,4.0,Public, 2-year,3614.0,4908.0,8522.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16691101.0,Montserrat College of Art,Main Campus,23 ESSEX ST,BEVERLY,MA,1915.0,2.0,Private nonprofit, 4-year or above,80.0,198.0,278.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16693901.0,Mount Holyoke College,Main Campus,50 College Street,SOUTH HADLEY,MA,1075.0,2.0,Private nonprofit, 4-year or above,3.0,2238.0,2241.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16694801.0,Mount Ida College,Main Campus,777 DEDHAM ST,NEWTON,MA,2459.0,2.0,Private nonprofit, 4-year or above,481.0,979.0,1460.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16695701.0,Mount Wachusett Community College,Main Campus,444 GREEN ST,GARDNER,MA,14401000.0,4.0,Public, 2-year,1470.0,2915.0,4385.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16695702.0,Mount Wachusett Community College,Mount Wachusett Community College-Orange Campus,450 West River Street,Orange,MA,1364.0,4.0,Public, 2-year,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
16695703.0,Mount Wachusett Community College,Leominster Campus & Corporate Training Center,100 Erdman Way,Leominster,MA,1453.0,4.0,Public, 2-year,1470.0,2915.0,4385.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16695704.0,Mount Wachusett Community College,Devens Center,One Jackson Place,Devens,MA,1434.0,4.0,Public, 2-year,1470.0,2915.0,4385.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16697501.0,Cortiva Institute-Boston,Main Campus,103 Morse Street,Watertown,MA,2472.0,9.0,Private for-profit, less-than 2-year,54.0,262.0,316.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16698401.0,School of the Museum of Fine Arts-Boston,Main Campus,230 THE FENWAY,BOSTON,MA,21155596.0,2.0,Private nonprofit, 4-year or above,249.0,512.0,761.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16702001.0,Everest Institute-Brighton,Main Campus,1505 COMMONWEALTH AVE,BRIGHTON,MA,21353605.0,9.0,Private for-profit, less-than 2-year,60.0,620.0,680.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16703901.0,Rob Roy Academy-New Bedford,New Bedford Campus,1872 Acushnet Ave,New Bedford,MA,2746.0,9.0,Private for-profit, less-than 2-year,2.0,33.0,35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16705701.0,The New England Conservatory of Music,New England Conservatory of Music,290 HUNTINGTON AVE,BOSTON,MA,2115.0,2.0,Private nonprofit, 4-year or above,370.0,344.0,714.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16709301.0,New England College of Optometry,Main Campus,424 BEACON ST,BOSTON,MA,21151129.0,2.0,Private nonprofit, 4-year or above,124.0,337.0,461.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16709303.0,New England College of Optometry,New England Eye Commonwealth,930 Commonwealth Avenue, Suite 2A,Boston,MA,2215.0,2.0,Private nonprofit, 4-year or above,124.0,337.0,461.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16709304.0,New England College of Optometry,New England Eye Roslindale,4199 Washington Street, Suite 2,Roslindale,MA,2131.0,2.0,Private nonprofit, 4-year or above,124.0,337.0,461.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16718101.0,New England School of Acupuncture,Main Building,150 California Street,Newton,MA,2458.0,2.0,Private nonprofit, 4-year or above,44.0,147.0,191.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16721501.0,New England Law-Boston,Main Campus,154 STUART ST,BOSTON,MA,2116.0,2.0,Private nonprofit, 4-year or above,510.0,600.0,1110.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16722401.0,New England School of Photography,Main Campus,537 COMMONWEALTH AVE,BOSTON,MA,2215.0,6.0,Private for-profit, 2-year,71.0,84.0,155.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16725101.0,Newbury College-Brookline,Main Campus,129 FISHER AVE,BROOKLINE,MA,2445.0,2.0,Private nonprofit, 4-year or above,415.0,643.0,1058.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16726001.0,Nichols College,Main Campus,CENTER RD,DUDLEY,MA,15715000.0,2.0,Private nonprofit, 4-year or above,877.0,655.0,1532.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16728801.0,Massachusetts College of Liberal Arts,Main Campus,375 Church Street,North Adams,MA,12474100.0,1.0,Public, 4-year or above,757.0,1185.0,1942.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16729701.0,North Bennet Street School,Main Campus,39 NORTH BENNET ST,BOSTON,MA,2113.0,5.0,Private nonprofit, 2-year,98.0,51.0,149.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16731201.0,North Shore Community College,Danvers Campus,1 Ferncroft Rd,Danvers,MA,19230840.0,4.0,Public, 2-year,2870.0,4354.0,7224.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16731202.0,North Shore Community College,Lynn Campus,300 Broad Street,Lynn,MA,1901.0,4.0,Public, 2-year,2870.0,4354.0,7224.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16731203.0,North Shore Community College,Cummings Center,181 Elliott St,Beverly,MA,1915.0,4.0,Public, 2-year,2870.0,4354.0,7224.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16732101.0,The New England Institute of Art,The New England Institute of Art,10 Brookline Place West, 2nd Floor,Brookline,MA,24457295.0,3.0,Private for-profit, 4-year or above,1059.0,582.0,1641.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16735801.0,Northeastern University,Main Campus,360 HUNTINGTON AVE,BOSTON,MA,2115.0,2.0,Private nonprofit, 4-year or above,12551.0,13286.0,25837.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16737601.0,Northern Essex Community College,Main Campus,100 Elliott Street,HAVERHILL,MA,18302399.0,4.0,Public, 2-year,2564.0,4456.0,7020.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16739401.0,College of Our Lady of the Elms,Main Campus,291 SPRINGFIELD ST,CHICOPEE,MA,1013.0,2.0,Private nonprofit, 4-year or above,265.0,963.0,1228.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16745501.0,Pine Manor College,Main Campus,400 HEATH ST,CHESTNUT HILL,MA,2467.0,2.0,Private nonprofit, 4-year or above,7.0,434.0,441.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16746401.0,Blessed John XXIII National Seminary,Main Campus,558 SOUTH AVE,WESTON,MA,24932699.0,2.0,Private nonprofit, 4-year or above,60.0,0.0,60.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16752501.0,Quincy College,Main Campus,24 Saville Ave,QUINCY,MA,2169.0,4.0,Public, 2-year,1357.0,2753.0,4110.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16752502.0,Quincy College,Quincy College, Plymouth Campus,36 Cordage Park Suite 228,Plymouth,MA,2360.0,4.0,Public, 2-year,1357.0,2753.0,4110.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16753401.0,Quinsigamond Community College,Main Campus,670 W BOYLSTON ST,WORCESTER,MA,16062092.0,4.0,Public, 2-year,3108.0,4119.0,7227.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16753402.0,Quinsigamond Community College,QCC at CitySquare,100 Front Street,Worcester,MA,1608.0,4.0,Public, 2-year,3108.0,4119.0,7227.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16754301.0,Kaplan Career Institute,Main Campus,570 Rutherford Avenue,Charlestown,MA,2129.0,9.0,Private for-profit, less-than 2-year,531.0,63.0,594.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16759801.0,Regis College,Regis College,235 WELLESLEY ST,WESTON,MA,24931571.0,2.0,Private nonprofit, 4-year or above,191.0,1399.0,1590.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16763101.0,Roxbury Community College,Main Campus,1234 COLUMBUS AVE,ROXBURY CROSSING,MA,21203400.0,4.0,Public, 2-year,792.0,1690.0,2482.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16767701.0,Saint John's Seminary,Main Campus,127 LAKE ST,BRIGHTON,MA,2135.0,2.0,Private nonprofit, 4-year or above,100.0,44.0,144.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16772901.0,Salem State College,Salem State College,352 LAFAYETTE ST,SALEM,MA,1970.0,1.0,Public, 4-year or above,3381.0,6776.0,10157.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16773801.0,Salter College-West Boylston,Main Campus,184 West Boylston Street,West Boylston,MA,1606.0,6.0,Private for-profit, 2-year,141.0,915.0,1056.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16778301.0,Simmons College,Main Campus,300 THE FENWAY,BOSTON,MA,21155898.0,2.0,Private nonprofit, 4-year or above,356.0,4577.0,4933.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16778303.0,Simmons College,Graduate School of Management,451 commonwealth ave,Boston,MA,2115.0,2.0,Private nonprofit, 4-year or above,356.0,4577.0,4933.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16779201.0,Bard College at Simon's Rock,Main Campus,84 ALFORD RD,GREAT BARRINGTON,MA,12309702.0,2.0,Private nonprofit, 4-year or above,176.0,260.0,436.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16783501.0,Smith College,Main Campus,ELM ST,NORTHAMPTON,MA,1063.0,2.0,Private nonprofit, 4-year or above,59.0,3042.0,3101.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16787101.0,Southeastern Technical Institute,Southeastern Technical Institute,250 FOUNDRY ST,SOUTH EASTON,MA,2375.0,7.0,Public, less-than 2-year,19.0,110.0,129.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789901.0,Springfield College,Main Campus,263 ALDEN ST,SPRINGFIELD,MA,11093797.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789902.0,Springfield College,SHS Boston, MA,Schrafft Center, 529 Main St., Suite 1M4,Boston,MA,2129.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789903.0,Springfield College,SHS Charleston, SC,4390 Belle Oaks Dr, Suite 200,North Charleston,SC,29405.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789904.0,Springfield College,SHS Los Angeles, CA,111 North La Brea Ave., Suite 101,Inglewood,CA,90301.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789905.0,Springfield College,SHS Manchester, NH,500 Commercial St,Manchester,NH,31011151.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789906.0,Springfield College,SHS Milwaukee, WI,744 North 4th St., Suite 300,Milwaukee,WI,53203.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789907.0,Springfield College,SHS St. Johnsbury, Vt,347 Emerson Falls Rd.,  Suite 2,St. Johnsbury,VT,58199179.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789908.0,Springfield College,SHS San Diego, CA,5348 University Ave., Suite 110,San Diego,CA,92105.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789909.0,Springfield College,SHS Tampa, FL,225 West Busch Blvd.,Tampa,FL,336127945.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16789910.0,Springfield College,SHS Wilmington, DE,1007 Orange St.,  Suite 500,Wilmington,DE,19801.0,2.0,Private nonprofit, 4-year or above,1766.0,3040.0,4806.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16790501.0,Springfield Technical Community College,Main Campus,1 ARMORY SQ,SPRINGFIELD,MA,11051296.0,4.0,Public, 2-year,2685.0,3646.0,6331.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16798701.0,University of Massachusetts-Dartmouth,Main Campus,285 OLD WESTPORT RD,NORTH DARTMOUTH,MA,27472300.0,1.0,Public, 4-year or above,4670.0,4485.0,9155.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16798703.0,University of Massachusetts-Dartmouth,Professional Continuing Education Center,800 Purchase Street,New Bedford,MA,2740.0,1.0,Public, 4-year or above,4670.0,4485.0,9155.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16798707.0,University of Massachusetts-Dartmouth,Professional Education Center Fall River,139 South Main St,Fall River,MA,2744.0,1.0,Public, 4-year or above,4670.0,4485.0,9155.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16798708.0,University of Massachusetts-Dartmouth,CUSP Fair Haven,200 Mill Road Suite 150,Fairhaven,MA,2719.0,1.0,Public, 4-year or above,4670.0,4485.0,9155.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
16799601.0,Stonehill College,Main Campus,320 WASHINGTON ST,EASTON,MA,23577180.0,2.0,Private nonprofit, 4-year or above,961.0,1465.0,2426.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16800501.0,Suffolk University,Main Campus,8 ASHBURTON PL BEACON HILL,BOSTON,MA,2108.0,2.0,Private nonprofit, 4-year or above,4172.0,5262.0,9434.0,5,377,0,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16803201.0,Rob Roy Academy-Taunton,Taunton Campus,1 SCHOOL ST,TAUNTON,MA,27805339.0,9.0,Private for-profit, less-than 2-year,0.0,67.0,67.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16814801.0,Tufts University,Medford/Somerville Campus,419 Boston Avenue,Medford,MA,21555555.0,2.0,Private nonprofit, 4-year or above,4615.0,5415.0,10030.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16814802.0,Tufts University,Boston Campus,136 Harrison Avenue,Boston,MA,2111.0,2.0,Private nonprofit, 4-year or above,4615.0,5415.0,10030.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16814803.0,Tufts University,Grafton Campus,200 Westboro Road,North Grafton,MA,1536.0,2.0,Private nonprofit, 4-year or above,4615.0,5415.0,10030.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16814804.0,Tufts University,Talloires, FR Campus,Talloires, France,Talloires,NULL,NULL,2.0,Private nonprofit, 4-year or above,4615.0,5415.0,10030.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16821801.0,Wellesley College,Main Campus,106 CENTRAL ST,WELLESLEY,MA,24818203.0,2.0,Private nonprofit, 4-year or above,75.0,2423.0,2498.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16822701.0,Wentworth Institute of Technology,Main Campus,550 HUNTINGTON AVE,BOSTON,MA,21155998.0,2.0,Private nonprofit, 4-year or above,3070.0,746.0,3816.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
16825401.0,Western New England College,Main Campus,1215 WILBRAHAM RD,SPRINGFIELD,MA,11192684.0,2.0,Private nonprofit, 4-year or above,2142.0,1580.0,3722.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
