Noncampuscrime070809.csv
UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD7,NEG_M7,FORCIB7,NONFOR7,ROBBE7,AGG_A7,BURGLA7,VEHIC7,ARSON7,MURD8,NEG_M8,FORCIB8,NONFOR8,ROBBE8,AGG_A8,BURGLA8,VEHIC8,ARSON8,MURD9,NEG_M9,FORCIB9,NONFOR9,ROBBE9,AGG_A9,BURGLA9,VEHIC9,ARSON9,FILTER07,FILTER08,FILTER09
189565001.0,Bryant and Stratton College-Syracuse North,Syracuse North,8687 Carling Road,Liverpool,NY,13090.0,6.0,Private for-profit, 2-year,179.0,447.0,626.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189574001.0,Bryant and Stratton College-Main Syracuse,Main Campus,953 JAMES ST,SYRACUSE,NY,132032502.0,6.0,Private for-profit, 2-year,206.0,588.0,794.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189583001.0,Bryant and Stratton College-Buffalo,MAIN CAMPUS,465 MAIN ST,BUFFALO,NY,14203.0,3.0,Private for-profit, 4-year or above,232.0,640.0,872.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189592001.0,Bryant and Stratton College-Greece,Greece Campus,150 BELLWOOD DR,ROCHESTER,NY,14606.0,6.0,Private for-profit, 2-year,66.0,258.0,324.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189653001.0,Business Informatics Center Inc,Main Campus,134 S CENTRAL AVE,VALLEY STREAM,NY,115805431.0,6.0,Private for-profit, 2-year,13.0,129.0,142.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189705001.0,Canisius College,Main Campus,2001 MAIN ST,BUFFALO,NY,142081098.0,2.0,Private nonprofit, 4-year or above,2161.0,2613.0,4774.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189714001.0,Capri School of Hair Design,Capri School of Hair Design,251 West Route 59,Nanuet,NY,10954.0,9.0,Private for-profit, less-than 2-year,1.0,115.0,116.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189714002.0,Capri School of Hair Design,Capri School of Hair Design-Newburgh,39 N. Plank Rd,Newburgh,NY,12550.0,9.0,Private for-profit, less-than 2-year,1.0,115.0,116.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
189811001.0,St Vincent Catholic Medical Center School of Nursing-Brooklyn and Queens,St. Paul's School of Nursing, Queens,30-50 Whitestone Expressway,Flushing,NY,11354.0,6.0,Private for-profit, 2-year,42.0,128.0,170.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189839001.0,Cayuga County Community College,Main Campus,197  FRANKLIN ST,AUBURN,NY,13021.0,4.0,Public, 2-year,1926.0,2872.0,4798.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189839002.0,Cayuga County Community College,Fulton Campus,806 West Broadway, Suite 2,Fulton,NY,130691560.0,4.0,Public, 2-year,1926.0,2872.0,4798.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189848001.0,Cazenovia College,Main Campus,22 Sullivan St,CAZENOVIA,NY,13035.0,2.0,Private nonprofit, 4-year or above,298.0,821.0,1119.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
189857001.0,Central Yeshiva Tomchei Tmimim Lubavitz,Main Campus,841 Ocean Parkway,BROOKLYN,NY,11225.0,2.0,Private nonprofit, 4-year or above,674.0,0.0,674.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189954001.0,Cheryl Fells School of Business,Main Campus,2541 MILITARY RD,NIAGARA FALLS,NY,14304.0,9.0,Private for-profit, less-than 2-year,3.0,39.0,42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
189981001.0,Christ the King Seminary,Main Campus,711 KNOX RD,EAST AURORA,NY,140520607.0,2.0,Private nonprofit, 4-year or above,44.0,38.0,82.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190008001.0,Circle in the Square Theater School,Main Campus,1633 BROADWAY,NEW YORK,NY,100196795.0,5.0,Private nonprofit, 2-year,42.0,50.0,92.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190044001.0,Clarkson University,Main Campus,10 Clarkson Ave.,POTSDAM,NY,136995557.0,2.0,Private nonprofit, 4-year or above,2288.0,899.0,3187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190053001.0,Clinton Community College,Clinton Community College,136 CLINTON POINT DR,PLATTSBURGH,NY,12901.0,4.0,Public, 2-year,1005.0,1241.0,2246.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190071001.0,Cochran School of Nursing,Main Campus,967 N BROADWAY ANDRUS PAVILLION ST JOHNS RIVERSIDE,YONKERS,NY,107011399.0,5.0,Private nonprofit, 2-year,47.0,248.0,295.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190080001.0,Colgate Rochester Crozer Divinity School,Main Campus,1100 S GOODMAN ST,ROCHESTER,NY,146202589.0,2.0,Private nonprofit, 4-year or above,46.0,66.0,112.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190099001.0,Colgate University,Main Campus,13 OAK DR,HAMILTON,NY,133461398.0,2.0,Private nonprofit, 4-year or above,1327.0,1510.0,2837.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190114001.0,Metropolitan College of New York,Main Campus,431 Canal Street,NEW YORK,NY,100131919.0,2.0,Private nonprofit, 4-year or above,327.0,757.0,1084.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190150001.0,Columbia University in the City of New York,Morningside Campus,116 ST AND BROADWAY,NEW YORK,NY,10027.0,2.0,Private nonprofit, 4-year or above,11992.0,12238.0,24230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190150002.0,Columbia University in the City of New York,Columbia University Medical Center,650 W. 168 St.,New York,NY,100323702.0,2.0,Private nonprofit, 4-year or above,11992.0,12238.0,24230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190150004.0,Columbia University in the City of New York,Lamont-Doherty Earth Observatory,Route 9W,Palisades,NY,10964.0,2.0,Private nonprofit, 4-year or above,11992.0,12238.0,24230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190150005.0,Columbia University in the City of New York,Nevis Laboratories,Route 9,Irvington,NY,10533.0,2.0,Private nonprofit, 4-year or above,11992.0,12238.0,24230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190169001.0,Columbia-Greene Community College,Main Campus,4400 RTE 23,HUDSON,NY,125349543.0,4.0,Public, 2-year,769.0,1279.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190239001.0,Empire Beauty School-Queens,Queens, NY,38-15 BROADWAY,ASTORIA,NY,111034045.0,9.0,Private for-profit, less-than 2-year,5.0,130.0,135.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190248001.0,Concordia College,Main Campus,171 WHITE PLAINS RD,BRONXVILLE,NY,107081998.0,2.0,Private nonprofit, 4-year or above,257.0,429.0,686.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190293001.0,Continental School of Beauty Culture,Main Campus,326 KENMORE AVE,BUFFALO,NY,14223.0,9.0,Private for-profit, less-than 2-year,11.0,132.0,143.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190309001.0,Continental School of Beauty Culture,Main Campus,215 MAIN ST,BATAVIA,NY,14020.0,9.0,Private for-profit, less-than 2-year,1.0,62.0,63.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190318001.0,Continental School of Beauty Culture,Main Campus,633 JEFFERSON RD,ROCHESTER,NY,14623.0,9.0,Private for-profit, less-than 2-year,25.0,390.0,415.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190372001.0,Cooper Union for the Advancement of Science and Art,Main Campus,7 East 7th Street,NEW YORK,NY,100037120.0,2.0,Private nonprofit, 4-year or above,645.0,350.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190415001.0,Cornell University,Main Campus,G-2 Barton Hall Cornell University,ITHACA,NY,148531701.0,2.0,Private nonprofit, 4-year or above,10887.0,9746.0,20633.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0
190424001.0,Weill Cornell Medical College,Main Campus,1300 YORK AVE,NEW YORK,NY,10021.0,2.0,Private nonprofit, 4-year or above,506.0,643.0,1149.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190442001.0,Corning Community College,Corning Community College,1 ACADEMIC DR,CORNING,NY,14830.0,4.0,Public, 2-year,2561.0,3111.0,5672.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190451001.0,Crouse Hospital School of Nursing,Main Campus,736 IRVING AVE,SYRACUSE,NY,132101687.0,5.0,Private nonprofit, 2-year,36.0,241.0,277.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
190503001.0,Culinary Institute of America,Main Campus,1946 CAMPUS DRIVE,HYDE PARK,NY,125381499.0,2.0,Private nonprofit, 4-year or above,1608.0,1306.0,2914.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190503002.0,Culinary Institute of America,CULINARY INSTITUTE OF AMERICA AT GREYSTONE,2555 MAIN ST,ST. HELENA,CA,94574.0,2.0,Private nonprofit, 4-year or above,1608.0,1306.0,2914.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190512001.0,CUNY Bernard M Baruch College,Main Campus,17 LEXINGTON AVE,NEW YORK,NY,10010.0,1.0,Public, 4-year or above,7892.0,8303.0,16195.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190521001.0,CUNY Borough of Manhattan Community College,Borough of Manhattan Community College,199 CHAMBERS ST,NEW YORK,NY,100071097.0,4.0,Public, 2-year,8651.0,12773.0,21424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
190530001.0,CUNY Bronx Community College,Main Campus,W 181 ST & UNIVERSITY AVE,BRONX,NY,104533102.0,4.0,Public, 2-year,4110.0,6310.0,10420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190549001.0,CUNY Brooklyn College,Main Campus,2900 BEDFORD AVE,BROOKLYN,NY,112102889.0,1.0,Public, 4-year or above,6482.0,10612.0,17094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
190558001.0,CUNY College of Staten Island,Main Campus,2800 VICTORY BLVD,STATEN ISLAND,NY,10314.0,1.0,Public, 4-year or above,5698.0,8160.0,13858.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190567001.0,CUNY City College,The City College of New York,160 CONVENT AVE,NEW YORK,NY,10031.0,1.0,Public, 4-year or above,7572.0,8640.0,16212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190576001.0,CUNY Graduate School and University Center,Main Campus,365 FIFTH AVE,NEW YORK,NY,100164309.0,1.0,Public, 4-year or above,2449.0,3867.0,6316.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190576002.0,CUNY Graduate School and University Center,CUNY Graduate School of Journalism,219 West 40th Street,New York,NY,10018.0,1.0,Public, 4-year or above,2449.0,3867.0,6316.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190585001.0,CUNY Hostos Community College,Main Campus,500 GRAND CONCOURSE,BRONX,NY,10451.0,4.0,Public, 2-year,1893.0,4294.0,6187.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190594001.0,CUNY Hunter College,Main Campus,695 Park Avenue,New York,NY,10065.0,1.0,Public, 4-year or above,6733.0,15435.0,22168.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190594002.0,CUNY Hunter College,Master of Fine Arts Building,450 West 41st. Street,New York,NY,10036.0,1.0,Public, 4-year or above,6733.0,15435.0,22168.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190594003.0,CUNY Hunter College,School of Social Work,129 East 79th. Street,New York,NY,10021.0,1.0,Public, 4-year or above,6733.0,15435.0,22168.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190594004.0,CUNY Hunter College,Brookdale,425 East 25th. Street,New York,NY,10010.0,1.0,Public, 4-year or above,6733.0,15435.0,22168.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190594005.0,CUNY Hunter College,Campus Schools,71 East 94th Street,New York,NY,10128.0,1.0,Public, 4-year or above,6733.0,15435.0,22168.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190600001.0,CUNY John Jay College Criminal Justice,John Jay College of Criminal Justice,899 TENTH AVE,NEW YORK,NY,10019.0,1.0,Public, 4-year or above,6453.0,8877.0,15330.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
190619001.0,CUNY Kingsborough Community College,Kingsborough Community College,2001 ORIENTAL BOULEVARD,BROOKLYN,NY,11235.0,4.0,Public, 2-year,8034.0,10170.0,18204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190628001.0,CUNY LaGuardia Community College,LaGuardia Community College,31-10 THOMSON AVE,LONG ISLAND CITY,NY,11101.0,4.0,Public, 2-year,6891.0,10137.0,17028.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190637001.0,CUNY Lehman College,Herbert H. Lehman College,250 BEDFORD PARK BLVD WEST,BRONX,NY,104681589.0,1.0,Public, 4-year or above,3581.0,8614.0,12195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190646001.0,CUNY Medgar Evers College,MEDGAR EVERS COLLEGE,1650 BEDFORD AVE,BROOKLYN,NY,112252010.0,1.0,Public, 4-year or above,1767.0,5313.0,7080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190655001.0,CUNY New York City College of Technology,Main Campus,300 JAY ST,BROOKLYN,NY,11201.0,1.0,Public, 4-year or above,8061.0,7338.0,15399.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190664001.0,CUNY Queens College,Main Campus,65 30 Kissena Blvd,Flushing,NY,113670904.0,1.0,Public, 4-year or above,7896.0,12815.0,20711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190673001.0,CUNY Queensborough Community College,Queensborough Community College, CUNY,222-05 56th Ave.,Bayside,NY,113641497.0,4.0,Public, 2-year,6868.0,8639.0,15507.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190682001.0,CUNY School of Law at Queens College,Main Campus,65-21 MAIN ST,FLUSHING,NY,113671358.0,1.0,Public, 4-year or above,152.0,255.0,407.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190691001.0,CUNY York College,YORK COLLEGE,94-20 Guy R Brewer Blvd,Jamaica,NY,11451.0,1.0,Public, 4-year or above,2628.0,5152.0,7780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190707001.0,CVPH Medical Center School of Radiologic Technology,Main Campus,75 BEEKMAN ST,PLATTSBURGH,NY,12901.0,5.0,Private nonprofit, 2-year,4.0,22.0,26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190716001.0,D'Youville College,Main Campus,320 PORTER AVE,BUFFALO,NY,142011084.0,2.0,Private nonprofit, 4-year or above,810.0,2161.0,2971.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
190725001.0,Daemen College,Main Campus,4380 MAIN ST,AMHERST,NY,142263592.0,2.0,Private nonprofit, 4-year or above,614.0,2307.0,2921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
190734001.0,Darkei Noam Rabbinical College,Main Campus,2822 AVE J,BROOKLYN,NY,11210.0,2.0,Private nonprofit, 4-year or above,17.0,0.0,17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
